ATTACK_ID,DATE,LOCATION ,DESCRIPTION,DATA_SOURCES,TYPE,AFFILIATION,AFFLIATION_CLAIMED?,PART_OF,OFFICIAL_OR_INSPIRED,MUSLIM_MAJORITY_NATION,TOTAL_DEATHS,TOTAL_CASUALITIES,CHILD_DEATHS,CHILD_CASUALTIES,FORCED_TO_FLEE,ECONOMIC_COST,ORGANIZED_OR_REACTIVE,WEAPON_USED,MODUS_OPERANDI,SURVEILLED,PRIOR SUSPICION,ACTED_ALONE_OR_IN_GROUP
20111222IRA,2011-12-22,Iraq,The 22 December 2011 Baghdad bombings were a series of coordinated attacks.,"https://en.wikipedia.org/wiki/22_December_2011_Baghdad_bombings
https://www.theguardian.com/world/2011/dec/22/baghdad-bomb-attacks-iraq
http://www.cbsnews.com/news/string-of-baghdad-attacks-kills-at-least-69/","Suicide bombings, suicide car bombing, roadside bombs, sticky bombs, shooting",IS,TRUE,Iraq Insurgency,,TRUE,69,169,0,2,,,,"Bombs, Car Bombs, Firearms","Series of coordinated bombings, shootings, and Attacks",,,GROUP
20111028BOS,2011-10-28,Bosnia and Herzegovina,A Wahhabi Islamist attacked the US embassy in Sarajevo with a firearm. He wounded a police officer before being shot and injured by police.,http://www.bbc.com/news/world-europe-15499143,Shooting ,,,,,TRUE,0,2,0,0,,,,Firearm ,Shooting ,,,ALONE
20111007IRA,2011-10-7,Iraq,October 2011 Baghdad bombings,https://en.wikipedia.org/wiki/October_2011_Baghdad_bombings,"Shootings, Suicide bombings, Car bombs",,,Iraq Insurgency,,TRUE,64,154,0,0,,,,"IED's, Bombs, Firearms",Series of bombing attacks,,,GROUP
20111004SOM,2011-10-4,Somalia,2011 Mogadishu bombing,"https://www.theguardian.com/world/2011/oct/04/mogadishu-truck-bomb-al-shabaab
https://en.wikipedia.org/wiki/2011_Mogadishu_bombing#References","Suicide Bombing, Mass Murder-suicide",Al-Shabab,,,,TRUE,101,211,0,0,,,ORGANIZED,Bomb,Vehicular Attack at gate of complex with bomb. ,TRUE,,ALONE
20110907IND,2011-09-7,India,2011 Delhi bombing took place in the Indian capital Delhi,"https://en.wikipedia.org/wiki/2011_Delhi_bombing
http://www.bbc.com/news/world-us-canada-14816492
http://timesofindia.indiatimes.com/india/Delhi-blast-Police-arrest-3-in-JK-death-toll-rises-to-12/articleshow/9907379.cms?referral=PM",Bombings ,Harkat-ul Jihad al-Islami,,,,FALSE,12,88,0,0,,,,IED's,Planted briefcase bomb,,,ALONE
20110730CHI,2011-07-30,China,"A series of knife and bomb attacks occurred in Kashgar, China Uyghur men hijacked a truck, killed its driver and drove into a crowd of pedestrians. They then got out of the vehicle and attacked pedestrians with knives. On July 31, a chain of two explosions started a fire in a restaurant.","https://en.wikipedia.org/wiki/2011_Kashgar_attacks
http://www.bbc.com/news/world-asia-pacific-14356532","Vehicular, IED and knife attack",,,Xinjiang conflict,,FALSE,23,65,0,0,,,,"IED's, Knife, Firearms, Vehicle","Car Jacking, Vehicular Attack driving into crowd, Stabbing individuals in crowd ",,,GROUP
20110718CHI,2011-07-18,China,"2011 Hotan attack, Hotan, China A group of",https://en.wikipedia.org/wiki/2011_Hotan_attack,Hostage Crisis,,,Xinjiang conflict,,FALSE,18,22,0,0,,,,"Molotov cocktails, grenades, knives",Seige of Police Station and subsequent hostage taking and exchange of fire,,,GROUP
20110507EGY,2011-05-7,Egypt,The 2011 Imbaba church attacks were a series of attacks against Coptic Christian churches.,"https://en.wikipedia.org/wiki/2011_Imbaba_church_attacks
http://edition.cnn.com/2011/WORLD/africa/05/07/egypt.clashes/
http://edition.cnn.com/2011/WORLD/africa/05/08/egypt.clashes/
https://www.washingtonpost.com/world/middle-east/12-dead-in-egypt-as-christians-and-muslims-clash/2011/05/08/AFFp1pRG_story.html","Shooting, Arson",Al-Qaeda ,FALSE,Egyptian Sectarian Violence,,TRUE,15,247,0,0,,,,"Firebombs, Molotov cocktails",Attack and shooting at church followed by subsequent Arson,,,GROUP
20110505IRA,2011-05-5,Iraq,2011 Al Hillah bombing,"https://en.wikipedia.org/wiki/2011_Al_Hillah_bombing
http://usatoday30.usatoday.com/news/world/2011-05-05-iraq-bombing-police_n.htm
http://www.dawn.com/news/627307/al-qaeda-in-iraq-claims-hilla-attack-vows-revenge",Suicide Bombing,Al-Qaeda ,FALSE,,,TRUE,24,96,0,0,,,,Bomb,Bomb in Vehicle,,,ALONE
20110329IRA,2011-03-29,Iraq,"The 2011 Tikrit assault was an attack by the Islamic State of Iraq that took place in the city of Tikrit, Iraq.","https://en.wikipedia.org/wiki/2011_Tikrit_assault
http://www.nytimes.com/2011/03/30/world/middleeast/30iraq.html
http://www.cbsnews.com/news/iraq-hostage-siege-kills-56-at-govt-center/","shootings, bombings, suicide bombings, siege",IS,,,,TRUE,65,165,0,0,,,,"guns, bombs, grenades, suicide belts",Car Bombing followed by raid and shooting attack on checkpoint into city,,,GROUP
20110308PAK,2011-03-8,Pakistan,2011 Faisalabad bombing,"https://en.wikipedia.org/wiki/2011_Faisalabad_bombing
http://www.bbc.com/news/world-south-asia-12672955
http://edition.cnn.com/2011/WORLD/asiapcf/03/08/pakistan.blast/#",Car Bombing ,Taliban ,TRUE,,,TRUE,25,127+,0,0,,,,Bomb,Car Bomb ,,,ALONE
20110302GER,2011-03-2,Germany,2011 Frankfurt Airport shooting,https://en.wikipedia.org/wiki/2011_Frankfurt_Airport_shooting,Spree Shooting,,,,,FALSE,2,2,0,0,,,,Firearm,Airport shooting spree,,,ALONE
20110212IRA,2011-02-12,Iraq,2011 Samara Suicide Bomb,"https://en.wikipedia.org/wiki/2011_Samarra_bombing
http://www.reuters.com/article/us-iraq-violence-toll-idUSTRE71C0I020110213",Suicide Bomb,Al-Qaeda,FALSE,,OFFICIAL,TRUE,48,128,0,0,,,ORGANIZED,Bomb,Suicide Bomb,FALSE,FALSE,ALONE
20110127IRA,2011-01-27,Iraq,27 January 2011 Baghdad bombing killing,"http://www.bbc.co.uk/news/world-middle-east-12298002
https://en.wikipedia.org/wiki/27_January_2011_Baghdad_bombing",Car Bombing,,,,,TRUE,48,126,0,0,,,,Bomb,Car bomb,,,ALONE
20110124RUS,2011-01-24,Russia,Domodedovo International Airport bombing,"https://en.wikipedia.org/wiki/Domodedovo_International_Airport_bombing
http://www.bbc.com/news/world-europe-12268662
http://www.cnn.com/2011/WORLD/europe/01/24/russia.airport.explosion/index.html",Suicide Bombing,Caucasus Emirate,TRUE,,,FALSE,37,210,0,0,,,,"Bomb, IED",Suicide Bomb,,,ALONE
20110118IRA,2011-01-18,Iraq,The January 2011 Iraq suicide attacks,"http://www.washingtonpost.com/wp-dyn/content/article/2011/01/18/AR2011011800356.html
https://en.wikipedia.org/wiki/January_2011_Iraq_suicide_attacks#References
http://www.bbc.co.uk/news/world-middle-east-12242407
https://en.wikipedia.org/wiki/January_2011_Iraq_suicide_attacks",Suicide Bombings,Al-Qaeda,,,,TRUE,137+,230,0,0,,,,"Bomb, Vehicle, Firearms","Series of Suicide Bombs, Car Bombs",,,GROUP
20110101EGY,2011-01-1,Egypt,The 2011 Alexandria bombing,"https://en.wikipedia.org/wiki/2011_Alexandria_bombing
http://www.nytimes.com/2011/01/03/world/middleeast/03egypt.html?partner=rss&emc=rss
http://www.bbc.com/news/world-middle-east-12101748",Suicide Bombing,,,Egyptian Sectarian Violence,,TRUE,23,97,0,1,,,,"IED, Bomb",Device Detonated by church,,,ALONE
20101225PAK,2010-12-25,Pakistan,A female suicide bomber blows herself up in the middle of a crowd at a United Nations food center in the Bajaur region.[51],"http://www.cnn.com/2010/WORLD/asiapcf/12/26/pakistan.blast/
http://www.cnn.com/2010/WORLD/asiapcf/12/25/pakistan.blast/",Suicide Bombing,,,,,TRUE,47,152,1,1,,,,Bomb,Suicide Bombing,,,ALONE
20101211SWE,2010-12-11,Sweden,2010 Stockholm bombing,"https://en.wikipedia.org/wiki/2010_Stockholm_bombings
http://www.telegraph.co.uk/news/uknews/terrorism-in-the-uk/8198043/Sweden-suicide-bomber-Taimur-Abdulwahab-al-Abdaly-was-living-in-Britain.html
http://www.bbc.com/news/world-europe-11983667","Suicide bombing, car bombing",,,,,FALSE,1,2,0,0,,,,"Bomb, Vehicle","Car Bomb, Suicide bombing ",,,GROUP
21011207IND,2010-12-7,India,2010 Varanasi bombing,"https://en.wikipedia.org/wiki/2010_Varanasi_bombing
http://www.bbc.com/news/world-south-asia-11939891",Bombing,Indian Mujahideen,,,,FALSE,2,37,1,1,,,,Bomb,Bombing of worshippers,,,ALONE
20101105PAK,2010-11-5,Pakistan,2010 Darra Adam Khel mosque bombing,"https://en.wikipedia.org/wiki/2010_Darra_Adam_Khel_mosque_bombing
http://www.cnn.com/2010/WORLD/asiapcf/11/05/pakistan.blast/
http://www.bbc.com/news/world-asia-19935104",Suicide Bombing,Taliban,,,,TRUE,71,169,0,0,,,,Bomb,Bombing of mosque,,,ALONE
20101031IRA,2010-10-31,Iraq,2010 Baghdad church massacre,"https://en.wikipedia.org/wiki/2010_Baghdad_church_massacre
http://www.nytimes.com/2010/11/02/world/middleeast/02iraq.html","Suicide bombing, Raid",Al-Qaeda,,,,TRUE,64,142,0,0,,,,"Bomb, Firearms, grenades","Storming of church, subsequent bombing",,,GROUP
20101006PAK,2010-10-6,Pakistan,Double suicide bombing at Abdullah Shah Ghazi Shrine. Part of a militant anti Sufi campaign[50],"http://www.bbc.com/news/world-south-asia-11495500
http://www.nbcnews.com/id/39555858/ns/world_news-south_and_central_asia/t/deadly-blasts-hit-famed-sufi-shrine-pakistan/",Suicide Bombing,Taliban,TRUE,,,TRUE,9,64,2,2,,,,Bomb,Suicide Bombing,,,GROUP
20100825IRA,2010-08-25,Iraq,25 August 2010 Iraq bombings,"https://en.wikipedia.org/wiki/25_August_2010_Iraq_bombings
http://www.aljazeera.com/news/middleeast/2010/08/2010825103740970619.html
http://www.bbc.com/news/world-middle-east-11081603","Suicide bombing, car bombing",Al-Qaeda,,,,TRUE,54,324,0,0,,,,"IED, Bombs",String of bombing attacks targeting checkpoints,,,GROUP
20100817IRA,2010-08-17,Iraq,17 August 2010 Baghdad bombings.,"https://en.wikipedia.org/wiki/17_August_2010_Baghdad_bombings
http://www.aljazeera.com/news/middleeast/2010/08/20108204250505178.html","Suicide Bombing, car bombing",IS,TRUE,,,TRUE,69+,213,0,0,,,,"Vehicle, Bombs, Explosives","Suicide Bombing, Fuel truck explosion",,,GROUP
20100715IRN,2010-07-15,Iran,"2010 Zahedan bombings were two suicide bombings, that targeted Shia worshippers in Iran, including members of the Revolutionary Guards.","https://en.wikipedia.org/wiki/2010_Zahedan_bombings
http://www.bbc.com/news/world-middle-east-10655900",Suicide Bombings,Jundullah,,,,TRUE,29,299,0,0,,,,Bomb,Suicide bombing,,,GROUP
20100715UGA,2010-07-11,Uganda,July 2010 Kampala attacks were suicide bombings carried out against crowds watching a screening of the 2010 FIFA World Cup Finalmatch.,"https://en.wikipedia.org/wiki/July_2010_Kampala_attacks
http://www.nytimes.com/2010/07/12/world/africa/12uganda.html",Suicide Bombings,Al-Qaeda,,,,FALSE,74,144,0,0,,,,Bomb,Suicide Bombing,,,GROUP
20100701PAK,2010-07-1,Pakistan,"July 2010 Lahore bombings, anti Sufi attack, part of “a growing trend among militants to target members of other sects"".[49]","http://www.bbc.com/news/10483453
https://en.wikipedia.org/wiki/July_2010_Lahore_bombings",Suicide Bombings,,,,,TRUE,43,218,0,0,,,,Bomb,Suicide Bombing,,,GROUP
20100701PAK,2010-05-28,Pakistan,"Attacks on Ahmadi Mosques Lahore, Pakistan. Tehrik-i-Taliban Pakistan claimed attacks on two mosques belonging to the Ahmadiyya Muslim Community","http://www.bbc.com/news/10190389
https://en.wikipedia.org/wiki/2010_Ahmadiyya_mosques_massacre",Shooting,,,,,TRUE,96,216,0,0,,,,"Firearms, Grenade","Shooting, grenades thrown at worshippers",,,GROUP
20100510IRA,2010-05-10,Iraq,The 10 May 2010 Iraq attacks were a series of bomb and shooting attacks that occurred in Iraq.,"https://en.wikipedia.org/wiki/10_May_2010_Iraq_attacks
http://news.bbc.co.uk/2/hi/middle_east/8671823.stm","coordinated bomb detonations, suicide car bombings, targeted killings, shootings",Al-Qaeda,FALSE,,,TRUE,100+,450+,0,0,,,,"Bombs, Firearms, Car bombs",Series of bombings and shootings,,,GROUP
20100329RUS,2010-03-29,Russia,Moscow Metro bombings. Caucasus Emirate claimed responsibility[47] Two female suicide bombers carried out attack on Metro.,"http://www.aljazeera.com/news/europe/2010/03/2010331171748201274.html
http://news.bbc.co.uk/2/hi/europe/8592190.stm
http://www.cnn.com/2010/WORLD/europe/03/31/russian.bombing.chechen/",Suicide Bombing,"Doku Umarov
Caucasus Emirate",TRUE,,,FALSE,41,143,0,0,,,,Bomb,Suicide Bombing,TRUE,,GROUP
20100303IRA,2010-03-3,Iraq,The 2010 Baqubah bombings were a series of three bombings that killed at least 33 people and injured 55 others.,"https://en.wikipedia.org/wiki/2010_Baqubah_bombings
http://www.aljazeera.com/news/middleeast/2010/03/201033961873832.html","Coordinated Bombing, Suicide Bombing",Al-Qaeda,,,,TRUE,35,90,0,0,,,,"Bomb, Car Bomb",Series of three bombings suicide and vehicular,,,GROUP
20100203PAK,2010-02-3,Pakistan,February 2010 Lower Dir bombing,"https://en.wikipedia.org/wiki/February_2010_Lower_Dir_bombing
http://news.bbc.co.uk/2/hi/south_asia/8494890.stm
http://www.cnn.com/2010/WORLD/asiapcf/02/04/pakistan.attack.claim/",Suicide Bombing,Taliban,TRUE,,,TRUE,8,72,3,63,,,,Bomb,Suicide Bombing,,,GROUP
20100207EGY,2010-01-7,Egypt,The Nag Hammadi massacre was a massacre of Coptic Christians carried out in the Egyptian city of Nag Hammadi,https://en.wikipedia.org/wiki/Nag_Hammadi_massacre,Mass Shooting,Berber tribe of Al-Hawara,TRUE,Anti-Christian Sectarian Violence,OFFICIAL,TRUE,11,22,0,0,0,0,ORGANIZED,Firearms,Shooting,TRUE,,GROUP
20091105USA,2009-11-5,United States,"Fort Hood shooting, at Fort Hood near Killeen, Texas. 13 dead, 33 injured.",,,,,,,FALSE,13,33,,,,,,,,,,
20090717INO,2009-07-17,Indonesia,"2009 Marriott and Ritz-Carlton Hotels bombing in Mega Kuningan, South Jakarta, Indonesia; suicide bombers hit the Marriott and 5 minutes later the Ritz-Carlton. 9 killed and 53 injured",,,,,,,TRUE,9,53,,,,,,,,,,
20090618SOM,2009-06-18,Somalia,2009 Beledweyne bombing by Al-Shabaab. 35 dead.,,,,,,,TRUE,35,?,,,,,,,,,,
20090601USA,2009-06-1,United States,2009 Little Rock recruiting office shooting: Addulhakim Muhajid Muhammad,,,,,,,FALSE,1,1,,,,,,,,,,
20081126IND,2008-11-26,India,"Muslim extremists kill at least 166 people and wound numerous others in a series of coordinated attacks on India's financial capital, Mumbai. The government of India blamed Pakistan based militant group Lashkar-e-Taiba and stated that the terrorists killed/caught were citizens of Pakistan, a claim which the Pakistani government first refused but then accepted when given proof. Ajmal Kasab, one of the terrorists, was caught alive.[45][46]","http://www.washingtonpost.com/wp-dyn/content/article/2008/11/26/AR2008112604708.html?hpid=topnews                                                          
http://www.washingtonpost.com/wp-dyn/content/article/2008/12/01/AR2008120100940.html?hpid=topnews",,,,,,FALSE,166+,?,,,,,,,,,,
20081001IRA,2008-10-1,Iraq,2008 attacks on Christians in Mosul,,,,,,,TRUE,40+,?,,,,,,,,,,
20080927IND,2008-09-27,India,"27 September 2008 Delhi blast: An explosion in Mehrauli's Electronic market called Sarai, killed 3 and injured 23 others.",,,,,,,FALSE,3,23,,,,,,,,,,
20080920PAK,2008-09-20,Pakistan,"Islamabad Marriott Hotel bombing: A dump truck filled with explosives detonated outside the Marriott Hotel in Islamabad, killing at least 54, including 2 American servicemen.",,,,,,,TRUE,54+,0,,,,,,,,,,
20080913IND,2008-09-13,India,"Bombing series in Delhi. Pakistani extremist groups plant bombs at several places including India Gate, out of which the ones at Karol Bagh,Connaught Place and Greater Kailash explode leaving around 30 people dead and 130 injured, followed by another attack two weeks later at the congested Mehrauli area, leaving 3 people dead.",,,,,,,FALSE,30,130,,,,,,,,,,
20080726IND,2008-07-26,India,2008 Ahmedabad bombings,,,,,,,FALSE,56[43][44],Over 200[43][44],,,,,,,,,,
20080204ISR,2008-02-4,Israel,2008 Dimona suicide bombing,,,,,Israeli-Palestinian Conflict,,FALSE,1,9,,,,,,,,,,
20070814IRA,2007-08-14,Iraq,2007 Qahtaniya bombings,,,,,,,TRUE,~500,~1500,,,,,,,,,,
20070710PHI,2007-07-10,Philippines,2007 Basilan beheading incident,,,,,,,FALSE,34,9,,,,,,,,,,
20070630UNI,2007-06-30,United Kingdom,2007 Glasgow International Airport attack,,,,,,,FALSE,1,5,,,,,,,,,,
20070513IND,2007-05-13,India,Jaipur bombings,,,,,,,FALSE,80,216,,,,,,,,,,
20070418TUR,2007-04-18,Turkey,Three members of a publishing house are murdered by five assailants in the Zirve Publishing House massacre.,,,,,,,TRUE,3,0,,,,,,,,,,
20070129ISR,2007-01-29,Israel,Eilat bakery bombing,https://en.wikipedia.org/wiki/Eilat_bakery_bombing,Suicide Bombing,"Fatah, AlAqsa Martyr's Brigade",TRUE,Israeli-Palestinian Conflict,OFFICIAL,FALSE,3,0,,,,,,Suicide Bomb,,,,
20060915YEM,2006-09-15,Yemen,"The September 15, 2006 Yemen attacks were two attempted bombings of oil facilities in Yemen. 5 People dead, 4 of them being the attackers.",,,,,,,TRUE,5,0,,,,,,,,,,
20060711IND,2006-07-11,India,2006 Mumbai train bombings: Seven bomb blasts over a period of 11 minutes on the Suburban Railway in Mumbai.[42],,,,,,,FALSE,209,700+,,,,,,,,,,
20060530ISR,2006-05-30,Israel,Kedumim bombing.,,,,,Israeli-Palestinian Conflict,,FALSE,4,0,,,,,,,,,,
20060430IND,2006-04-30,India,2006 Doda massacre: Thirty-five Hindus killed by Islamist terrorists in the Doda district in Jammu and Kashmir.,,,,,,,FALSE,35,0,,,,,,,,,,
20060424EGY,2006-04-24,Egypt,2006 Dahab bombings.,,,,,,,TRUE,23,80 (approx.),,,,,,,,,,
20060417ISR,2006-04-17,Israel,2006 Tel Aviv shawarma restaurant bombing.,,,,,Israeli-Palestinian Conflict,,FALSE,11,70,,,,,,,,,,
20060307IND,2006-03-7,India,A series of bombings occurred across the Hindu holy city of Varanasi.,,,,,,,FALSE,28,101,,,,,,,,,,
20060302PAK,2006-03-2,Pakistan,"A suicide car bomb exploded outside the Marriott Hotel, about 20 yards away from the U.S. consulate in Karachi.",,,,,,,TRUE,4,30,,,,,,,,,,
20051231INO,2005-12-31,Indonesia,"A nail bomb explodes in a butcher's shop frequented by Christians in Palu, Indonesia.",,,,,,,TRUE,8,53,,,,,,,,,,
20051205ISR,2005-12-5,Israel,5 December 2005 HaSharon Mall suicide bombing.,,,,,Israeli-Palestinian Conflict,,FALSE,5,40+,,,,,,,,,,
20051109JOR,2005-11-9,Jordan,"2005 Amman bombings. A series of coordinated suicide attacks on hotels in Amman, Jordan.[39][40] Four attackers including a husband and wife team were involved.[41]",http://news.bbc.co.uk/2/hi/middle_east/4432964.stm,,,,,,TRUE,60,115+,,,,,,,,,,
20051030INO,2005-10-30,Indonesia,Muslim militants on the Indonesian island of Sulawesi behead three Christian girls.,,,,,,,TRUE,3,0,,,,,,,,,,
20051029IND,2005-10-29,India,2005 Tentena market bombings. Over 60 killed and over 180 injured in a series of three attacks in crowded markets and a bus.[38],http://in.rediff.com/news/2005/oct/30delhi4.htm,,,,,,FALSE,60,180+,,,,,,,,,,
20051026ISR,2005-10-26,Israel,Hadera Market bombing.,,,,,Israeli-Palestinian Conflict,,FALSE,7,55,,,,,,,,,,
20051001INO,2005-10-1,Indonesia,"2005 Bali bombings in Jimbaran , Kuta & Bali, Indonesia.",,,,,,,TRUE,20,100+,,,,,,,,,,
20050817BAN,2005-08-17,Bangladesh,The 2005 Bangladesh bombings are carried out by Jama'atul Mujahideen Bangladesh.,,,,,,,TRUE,2,50,,,,,,,,,,
20050723EGY,2005-07-23,Egypt,"Bomb attacks by the Abdullah Azzam Brigades hit Sharm el-Sheikh, an Egyptian resort city.",,,,,,,TRUE,64,150,,,,,,,,,,
20050712ISR,2005-07-12,Israel,12 July 2005 HaSharon Mall suicide bombing.,,,,,Israeli-Palestinian Conflict,,FALSE,5,90+,,,,,,,,,,
20050707UNI,2005-07-7,United Kingdom,Multiple bombings in London.,,,,,,,FALSE,53,700+,,,,,,,,,,
20050705IND,2005-07-5,India,"Attack on the Hindu Ram temple in Ayodhya, India.",,,,,,,FALSE,6,0,,,,,,,,,,
20050528INO,2005-05-28,Indonesia,2005 Tentena market bombings.,,,,,,,TRUE,22,90,,,,,,,,,,
20050225ISR,2005-02-25,Israel,Stage Club bombing.,,,,,Israeli-Palestinian Conflict,,FALSE,5,50+,,,,,,,,,,
20050214LEB,2005-02-14,Lebanon,"Assassination of Rafic Hariri The former Prime Minister of Lebanon, Rafic Hariri, was among 22 people killed when 1,000 kg of TNTexploded near his motorcade in Beirut.",,,,,,,TRUE,22,0,,,,,,,,,,
20050113ISR,2005-01-13,Israel,Karni border crossing attack.,,,,,Israeli-Palestinian Conflict,,FALSE,6,4,,,,,,,,,,
20041206SAU,2004-12-6,Saudi Arabia,"Five militants attacked the American consulate in Jeddah. Three attackers were killed by Saudi security forces, and the other two attackers were wounded and arrested.[37]",https://www.theguardian.com/world/2004/dec/06/saudiarabia.usa,,,,,,TRUE,9,10,,,,,,,,,,
20041113INO,2004-11-13,Indonesia,2004 Poso bus bombing. An IED targeting a bus traveling to the majority Christian village of Silancak.,,,,,,,TRUE,6,3,,,,,,,,,,
20041102NET,2004-11-2,Netherlands,The murder of Theo van Gogh by Amsterdam-born jihadist Mohammed Bouyeri.[36],http://news.bbc.co.uk/2/hi/europe/3974179.stm,,,,,,FALSE,1,0,,,,,,,,,,
20041007EGY,2004-10-7,Egypt,The 2004 Sinai bombings were three bomb attacks that targeted tourist hotels in Egypt's Sinai Peninsula.,,,,,,,TRUE,34,171,,,,,,,,,,
20040915SAU,2004-09-15,Saudi Arabia,A British national working for the Marconi Company was shot to death in his car in Riyadh.[35],http://www.dailymail.co.uk/news/article-318081/Briton-murdered-Saudi-shopping-centre.html,,,,,,TRUE,1,0,,,,,,,,,,
20040909INO,2004-09-9,Indonesia,"2004 Australian Embassy bombing in Jakarta, Indonesia. A suicide bomber exploded a one-ton car bomb, which was packed into a smallDaihatsu delivery van, outside the Australian embassy at Kuningan District, South Jakarta.",,,,,,,TRUE,9,150+,,,,,,,,,,
20040901RUS,2004-09-1,Russia,Beslan school hostage crisis [33][34],http://news.bbc.co.uk/2/shared/spl/hi/world/04/russian_s/html/1.stm                                           https://web.archive.org/web/20071017001115/http://boston.com/news/world/europe/articles/2006/12/08/woman_injured_in_2004_russian_siege_dies/,,,,,,FALSE,385,783,,,,,,,,,,
20040831RUS,2004-08-31,Russia,August 2004 Moscow Metro bombing.,,,,,,,FALSE,10,50,,,,,,,,,,
20040821BAN,2004-08-21,Bangladesh,The 2004 Dhaka grenade attack was carried out by members of Harkat-ul-Jihad al-Islami against an anti-terrorism rally.,,,,,,,TRUE,24,300+,,,,,,,,,,
20040803SAU,2004-08-3,Saudi Arabia,An Irish national was shot and killed in Riyadh.[32],http://www.independent.co.uk/news/world/middle-east/irish-worker-shot-dead-in-riyadh-as-militants-pick-soft-targets-6164251.html,,,,,,TRUE,1,0,,,,,,,,,,
20040801IRA,2004-08-1,Iraq,2004 Iraq churches attacks.,,,,,,,TRUE,12,71+,,,,,,,,,,
20040728IRA,2004-07-28,Iraq,2004 Baqubah bombing.,,,,,,,TRUE,68,24+,,,,,,,,,,
20040618SAU,2004-06-18,Saudi Arabia,"American Paul Marshall Johnson was beheaded in Riyadh after being kidnapped at a fake police checkpoint on June 13, 2004.",,,,,,,TRUE,1,0,,,,,,,,,,
20040608SAU,2004-06-8,Saudi Arabia,An American employee of Vinnell Corp. was killed in Riyadh.[28][29][30][31],,,,,,,TRUE,1,0,,,,,,,,,,
20040606SAU,2004-06-6,Saudi Arabia,"BBC journalist Simon Cumbers and correspondent Frank Gardner were attacked by Al Qaeda sympathizers while filming an Al Qaeda safehouse in Al-Suwaidi, Riyadh. Cumbers was killed, while Gardner was seriously injured.",,,,,,,TRUE,1,1,,,,,,,,,,
20040529SAU,2004-05-29,Saudi Arabia,"The 2004 Khobar massacre was a shooting and bombing campaign led by four Al Qaeda-linked militants against two oil industry installations and a residential compound in Al-Khobar, Saudi Arabia.",,,,,,,TRUE,22,25,,,,,,,,,,
20040421SAU,2004-04-21,Saudi Arabia,A car bomb explodes outside a building originally used by the Saudi police.[27],,,,,,,TRUE,5,148,,,,,,,,,,
20040311SPA,2004-03-11,Spain,Madrid train bombings.[25][26],,,,,,,FALSE,192,2050,,,,,,,,,,
20040309TUR,2004-03-9,Turkey,"March 9, 2004 attack on Istanbul restaurant, caused by two Islamic militants who opened fire and detonated pipe bombs. One attacker was killed and the other was seriously injured.",,,,,,,TRUE,1,5,,,,,,,,,,
20040227PHI,2004-02-27,Philippines,The sinking of SuperFerry 14 by Abu Sayyaf terrorists.,,,,,,,FALSE,116,0,,,,,,,,,,
20040222ISR,2004-02-22,Israel,Liberty Bell Park bus bombing.,,,,,Israeli-Palestinian Conflict,,FALSE,8,60,,,,,,,,,,
20040206RUS,2004-02-6,Russia,February 2004 Moscow Metro bombing.,,,,,,,FALSE,41,102+,,,,,,,,,,
20040129ISR,2004-01-29,Israel,Gaza Street bus bombing.,,,,,Israeli-Palestinian Conflict,,FALSE,11,50+,,,,,,,,,,
20040114ISR,2004-01-14,Israel,2004 Erez Crossing bombing.,,,,,Israeli-Palestinian Conflict,,FALSE,4,10,,,,,,,,,,
20040110INO,2004-01-10,Indonesia,2004 Palopo cafe bombing.,,,,,,,TRUE,4,3,,,,,,,,,,
20031115TUR,2003-11-15,Turkey,2003 Istanbul bombings.,,,,,,,TRUE,57,700,,,,,,,,,,
20031108SAU,2003-11-8,Saudi Arabia,"A suicide truck bomb detonated outside a housing compound in Laban Valley, west of Riyadh.",,,,,,,TRUE,17,122,,,,,,,,,,
20031004ISR,2003-10-4,Israel,"The Maxim restaurant suicide bombing was a suicide bombing in the beachfront ""Maxim"" restaurant in Haifa, Israel. Among the victims were two families and four children, including a two-month-old baby.",,,,,Israeli-Palestinian Conflict,,FALSE,21,51,,,,,,,,,,
20030909ISR,2003-09-9,Israel,Tzrifin bus stop attack.,,,,,,,FALSE,9,15,,,,,,,,,,
20030909ISR2,2003-09-9,Israel,Café Hillel bombing.,,,,,Israeli-Palestinian Conflict,,FALSE,7,50+,,,,,,,,,,
20040825IND,2003-08-25,India,Twin car bombings.,,,,,Israeli-Palestinian Conflict,,FALSE,54,244,,,,,,,,,,
20030819ISR,2003-08-19,Israel,Shmuel HaNavi bus bombing.,,,,,,,FALSE,24,130+,,,,,,,,,,
20030805INO,2003-08-5,Indonesia,"2003 Marriott Hotel bombing in Mega Kuningan, South Jakarta, Indonesia; suicide bomber detonated a car bomb outside the JW Marriott Jakarta lobby.",,,,,,,TRUE,12,150,,,,,,,,,,
20030611ISR,2003-06-11,Israel,Davidka Square bus bombing.,,,,,Israeli-Palestinian Conflict,,FALSE,17,100 (approx.),,,,,,,,,,
20030519ISR,2003-05-19,Israel,Afula mall bombing.,,,,,Israeli-Palestinian Conflict,,FALSE,3,70,,,,,,,,,,
20030518ISR,2003-05-18,Israel,2003 French Hill suicide bombings.,,,,,Israeli-Palestinian Conflict,,FALSE,7,20,,,,,,,,,,
20030516MOR,2003-05-16,Morocco,A series of suicide bombings in Casablanca.,,,,,,,TRUE,45,100+,,,,,,,,,,
